0.058380127,-0.102905273,-0.996887207,-0.005297028,-0.002838131,-0.005309544
0.056030273,-0.102615356,-0.99798584,-0.004296478,-0.003377421,-0.007132212
0.056533813,-0.102813721,-0.996368408,-0.004296478,-0.003377421,-0.007132212
0.056533813,-0.102813721,-0.996368408,-0.004515389,-0.00166341,-0.004087686
0.056030273,-0.102111816,-0.996154785,-0.004515389,-0.00166341,-0.004087686
0.056030273,-0.102111816,-0.996154785,-0.005601959,-0.00199817,-0.007544469
0.056259155,-0.102416992,-0.996017456,-0.005601959,-0.00199817,-0.007544469
0.056259155,-0.102416992,-0.996017456,-0.004367052,-0.003164102,-0.008064052
0.056991577,-0.101776123,-0.995788574,-0.004367052,-0.003164102,-0.008064052
0.056991577,-0.101776123,-0.995788574,-0.006871222,-0.004436826,-0.008682704
0.058151245,-0.100723267,-0.995193481,-0.006871222,-0.004436826,-0.008682704
0.058151245,-0.100723267,-0.995193481,-0.004855742,-0.008978048,-0.008797753
0.054901123,-0.104598999,-0.997848511,-0.004855742,-0.008978048,-0.008797753
0.054901123,-0.104598999,-0.997848511,-0.002322543,-0.002000833,-0.007939682
0.055709839,-0.103042603,-0.997024536,-0.002322543,-0.002000833,-0.007939682
0.055709839,-0.103042603,-0.997024536,-0.003015764,-0.00469462,-0.010047308
0.058410645,-0.103225708,-0.995635986,-0.003015764,-0.00469462,-0.010047308
0.058410645,-0.103225708,-0.995635986,-0.003764911,-0.006204633,-0.008591358
0.05632019,-0.1040802,-0.995895386,-0.003764911,-0.006204633,-0.008591358
0.05632019,-0.1040802,-0.995895386,-0.004648548,-0.00350685,-0.005523396
0.05708313,-0.102294922,-0.995635986,-0.004648548,-0.00350685,-0.005523396
0.05708313,-0.102294922,-0.995635986,-0.004426706,-0.004852812,-0.009044628
0.056289673,-0.103775024,-0.99520874,-0.004426706,-0.004852812,-0.009044628
0.056289673,-0.103775024,-0.99520874,-0.00507998,-0.002056493,-0.009251555
0.056564331,-0.103820801,-0.996841431,-0.00507998,-0.002056493,-0.009251555
0.056564331,-0.103820801,-0.996841431,-0.003298591,-0.003729757,-0.006214486
0.056625366,-0.102828979,-0.997085571,-0.003298591,-0.003729757,-0.006214486
0.056625366,-0.102828979,-0.997085571,-0.004725779,-0.003403254,-0.007072024
0.056686401,-0.102355957,-0.997665405,-0.004725779,-0.003403254,-0.007072024
0.056686401,-0.102355957,-0.997665405,-0.003849067,-0.00330951,-0.00839668
0.057617188,-0.104064941,-0.996307373,-0.003849067,-0.00330951,-0.00839668
0.057617188,-0.104064941,-0.996307373,-0.005342301,-0.002064483,-0.006635
0.054840088,-0.102874756,-0.997024536,-0.005342301,-0.002064483,-0.006635
0.054840088,-0.102874756,-0.997024536,-0.005497031,-0.002107093,-0.010996724
0.05557251,-0.102127075,-0.996139526,-0.005497031,-0.002107093,-0.010996724
0.05557251,-0.102127075,-0.996139526,-0.00387703,-0.002424276,-0.007737814
0.057159424,-0.101577759,-0.997055054,-0.00387703,-0.002424276,-0.007737814
0.057159424,-0.101577759,-0.997055054,-0.001603756,-0.004086088,-0.008803345
0.058197021,-0.103164673,-0.996231079,-0.001603756,-0.004086088,-0.008803345
0.058197021,-0.103164673,-0.996231079,-0.004256264,-0.001928129,-0.007713846
0.056671143,-0.102462769,-0.996795654,-0.004256264,-0.001928129,-0.007713846
0.056671143,-0.102462769,-0.996795654,-0.004543619,-0.002918558,-0.007569769
0.059265137,-0.103103638,-0.994720459,-0.004543619,-0.002918558,-0.007569769
0.059265137,-0.103103638,-0.994720459,-0.004745753,-0.003152384,-0.00487172
0.055114746,-0.101394653,-0.99597168,-0.004745753,-0.003152384,-0.00487172
0.055114746,-0.101394653,-0.99597168,-0.002032791,0.00180296,-0.007843276
0.055450439,-0.103012085,-0.997238159,-0.002032791,0.00180296,-0.007843276
0.055450439,-0.103012085,-0.997238159,-0.005455219,-0.001882056,-0.007967113
0.056243896,-0.101379395,-0.996871948,-0.005455219,-0.001882056,-0.007967113
0.056243896,-0.101379395,-0.996871948,-0.003992078,-0.004217914,-0.006565757
0.055969238,-0.102340698,-0.996826172,-0.003992078,-0.004217914,-0.006565757
0.055969238,-0.102340698,-0.996826172,-0.004260791,-0.006982009,-0.008290953
0.055755615,-0.10218811,-0.996337891,-0.004260791,-0.006982009,-0.008290953
0.055755615,-0.10218811,-0.996337891,0.001507882,-0.000500674,-0.006811567
0.0574646,-0.103088379,-0.995574951,0.001507882,-0.000500674,-0.006811567
0.0574646,-0.103088379,-0.995574951,-0.005269064,-0.004969459,-0.006691192
0.056121826,-0.102462769,-0.996871948,-0.005269064,-0.004969459,-0.006691192
0.056121826,-0.102462769,-0.996871948,-0.003153715,-0.000634365,-0.006527408
0.057128906,-0.102233887,-0.996810913,-0.003153715,-0.000634365,-0.006527408
0.057128906,-0.102233887,-0.996810913,-0.002548113,-0.0055202,-0.004474377
0.055770874,-0.101959229,-0.996292114,-0.002548113,-0.0055202,-0.004474377
0.055770874,-0.101959229,-0.996292114,-0.004071973,-0.000874316,-0.010142116
0.055908203,-0.102401733,-0.996734619,-0.004071973,-0.000874316,-0.010142116
0.055908203,-0.102401733,-0.996734619,-0.003313239,0.000449009,-0.009591641
0.054992676,-0.103775024,-0.996948242,-0.003313239,0.000449009,-0.009591641
0.054992676,-0.103775024,-0.996948242,-0.003625627,-0.004622449,-0.007533284
0.055770874,-0.102844238,-0.997467041,-0.003625627,-0.004622449,-0.007533284
0.055770874,-0.102844238,-0.997467041,-0.003371296,-0.003267432,-0.00676656
0.05619812,-0.102401733,-0.996368408,-0.003371296,-0.003267432,-0.00676656
0.05619812,-0.102401733,-0.996368408,-0.001868474,-0.001117995,-0.007446997
0.054656982,-0.102371216,-0.995788574,-0.001868474,-0.001117995,-0.007446997
0.054656982,-0.102371216,-0.995788574,-0.003531618,-0.001512143,-0.006573214
0.056259155,-0.102584839,-0.997009277,-0.003531618,-0.001512143,-0.006573214
0.056259155,-0.102584839,-0.997009277,-0.005146026,-0.00314253,-0.008566057
0.05670166,-0.102813721,-0.996368408,-0.005146026,-0.00314253,-0.008566057
0.05670166,-0.102813721,-0.996368408,-0.005325257,-0.004334295,-0.005939648
0.055603027,-0.104309082,-0.996734619,-0.005325257,-0.004334295,-0.005939648
0.055603027,-0.104309082,-0.996734619,-0.003373693,-0.002969425,-0.008772452
0.055130005,-0.105545044,-0.998672485,-0.003373693,-0.002969425,-0.008772452
0.055130005,-0.105545044,-0.998672485,-0.008285094,-0.002761432,-0.007148989
0.054992676,-0.103164673,-0.996780396,-0.008285094,-0.002761432,-0.007148989
0.054992676,-0.103164673,-0.996780396,-0.004526309,-0.002381399,-0.00606748
0.05632019,-0.100646973,-0.996734619,-0.004526309,-0.002381399,-0.00606748
0.05632019,-0.100646973,-0.996734619,-0.004240551,-0.002333728,-0.006225938
0.056442261,-0.10168457,-0.996459961,-0.004240551,-0.002333728,-0.006225938
0.056442261,-0.10168457,-0.996459961,-0.004733502,-0.002454103,-0.007961786
0.056335449,-0.100921631,-0.996994019,-0.004733502,-0.002454103,-0.007961786
0.056335449,-0.100921631,-0.996994019,-0.000594151,0.000543019,-0.007509582
0.05418396,-0.101303101,-0.997528076,-0.000594151,0.000543019,-0.007509582
